#TYPE;Selected.System.Management.ManagementObject;;
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2852386)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2813430)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3020370)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2729094)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3184143)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2908783)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2750841)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2820331)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2726535)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2547666)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3078667)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2698365)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2491683)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2973201)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3078601)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2705219)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3179573)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2966583)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB2911501)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2834140)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3046269)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3137061)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2479943)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2631813)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3055642)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB2840631)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace pro architekturu ovlada?? v re?imu j?dra verze 1.11 pro syst?m Windows 7 (KB2685811)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2985461)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace pro architekturu ovlada?? v u?ivatelsk?m re?imu verze 1.11 pro syst?m Windows 7 (KB2685813)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3109560)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 (KB3127220)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB2943357)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2653956)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB2742599)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB2968294)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2773072)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB2931356)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3010788)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3019978)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3021674)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2560656)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3109103)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2667402)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3172605)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2654428)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB2894844)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2690533)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2727528)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3030377)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2853952)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3006121)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2862152)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3108664)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3133977)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Kumulativn? aktualizace zabezpe?en? pro funkci ActiveX Killbits pro syst?m Windows 7 (KB2900986)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2640148)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB2861698)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2984972)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2786081)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2763523)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB3037574)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3060716)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2868038)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB2736422)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2506212)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3022777)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3181988)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB2937610)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2847927)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3067903)
18.9.2017;10:45:56;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2952664)
14.9.2017;17:35:51;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3075220)
14.9.2017;17:35:14;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3031432)
14.9.2017;17:30:38;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3011780)
14.9.2017;17:29:50;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3004375)
14.9.2017;17:28:30;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2871997)
14.9.2017;17:23:34;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3042058)
14.9.2017;17:22:47;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3071756)
14.9.2017;17:17:13;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2992611)
14.9.2017;17:15:47;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3080149)
14.9.2017;17:13:02;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3068708)
14.9.2017;17:12:28;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3126587)
14.9.2017;17:12:02;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3061518)
14.9.2017;17:07:12;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2585542)
14.9.2017;17:05:47;NT AUTHORITY\SYSTEM;N?stroj k odstran?n? ?kodliv?ho softwaru v syst?mu Windows ? z??? 2017 (KB890830)
14.9.2017;17:02:15;NT AUTHORITY\SYSTEM;Internet Explorer 11 pro Windows 7
14.9.2017;17:01:58;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3161949)
14.9.2017;17:01:56;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3110329)
14.9.2017;17:01:50;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2864202)
14.9.2017;17:01:47;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB3072305)
14.9.2017;17:01:41;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB3023215)
14.9.2017;17:01:24;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3076895)
14.9.2017;17:01:22;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2862330)
14.9.2017;17:01:20;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3037623)
14.9.2017;17:01:16;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2965788)
14.9.2017;17:01:15;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2843630)
14.9.2017;17:01:11;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2973351)
14.9.2017;17:01:07;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3063109)
14.9.2017;17:01:05;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3004361)
14.9.2017;17:01:03;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3059317)
14.9.2017;17:00:58;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3003743)
14.9.2017;16:06:26;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3161949)
14.9.2017;16:06:26;NT AUTHORITY\SYSTEM;Aktualizace rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB2836942)
14.9.2017;16:06:26;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3110329)
14.9.2017;16:06:26;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2864202)
14.9.2017;16:06:26;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB3072305)
14.9.2017;16:06:26;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3035126)
14.9.2017;16:06:26;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB3023215)
14.9.2017;16:06:26;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3076895)
14.9.2017;16:06:26;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2862330)
14.9.2017;16:06:26;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3037623)
14.9.2017;16:06:26;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2965788)
14.9.2017;16:06:26;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2843630)
14.9.2017;16:06:26;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2973351)
14.9.2017;16:06:26;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3063109)
14.9.2017;16:06:26;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3004361)
14.9.2017;16:06:26;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3059317)
14.9.2017;16:06:26;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3003743)
14.9.2017;16:06:26;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3177467)
14.9.2017;16:06:25;NT AUTHORITY\SYSTEM;Kumulativn? aktualizace zabezpe?en? pro funkci ActiveX Killbits pro syst?m Windows 7 (KB2900986)
14.9.2017;16:06:25;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2640148)
14.9.2017;16:06:25;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB2861698)
14.9.2017;16:06:25;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2786081)
14.9.2017;16:06:25;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2763523)
14.9.2017;16:06:25;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB3037574)
14.9.2017;16:06:25;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3060716)
14.9.2017;16:06:25;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2868038)
14.9.2017;16:06:25;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB2736422)
14.9.2017;16:06:25;NT AUTHORITY\SYSTEM;Aktualizace Platform Update pro Windows 7 (KB2670838)
14.9.2017;16:06:25;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2506212)
14.9.2017;16:06:25;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3022777)
14.9.2017;16:06:25;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB2937610)
14.9.2017;16:06:25;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2847927)
14.9.2017;16:06:25;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3067903)
13.9.2017;14:56:51;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3161958)
13.9.2017;14:56:51;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3035132)
13.9.2017;14:56:45;NT AUTHORITY\SYSTEM;Jazykov? sada pro ?v?d?tinu ? Windows 7 Service Pack 1 (KB2483139)
13.9.2017;14:56:45;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2888049)
13.9.2017;14:56:45;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2862335)
13.9.2017;14:56:45;NT AUTHORITY\SYSTEM;Jazykov? sada pro srb?tinu (latinka) ? Windows 7 Service Pack 1 (KB2483139)
13.9.2017;14:56:33;NT AUTHORITY\SYSTEM;Jazykov? sada pro slovin?tinu ? Windows 7 Service Pack 1 (KB2483139)
13.9.2017;14:56:33;NT AUTHORITY\SYSTEM;Jazykov? sada pro korej?tinu ? Windows 7 Service Pack 1 (KB2483139)
13.9.2017;14:56:21;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3013531)
13.9.2017;14:56:21;NT AUTHORITY\SYSTEM;Jazykov? sada pro eston?tinu ? Windows 7 Service Pack 1 (KB2483139)
13.9.2017;14:56:14;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2719857)
13.9.2017;14:56:14;NT AUTHORITY\SYSTEM;Jazykov? sada pro ukrajin?tinu ? Windows 7 Service Pack 1 (KB2483139)
13.9.2017;14:56:09;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3021917)
13.9.2017;14:56:09;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2807986)
13.9.2017;14:56:09;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB2789645)
13.9.2017;14:56:09;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3075220)
13.9.2017;14:56:09;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3139398)
13.9.2017;14:56:09;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB2729452)
13.9.2017;14:56:09;NT AUTHORITY\SYSTEM;2017-09, m?s??n? kumulativn? aktualizace zabezpe?en? pro zv??en? kvality pro Windows 7 pro syst?my s?procesorem x86 (KB4038777)
13.9.2017;14:56:09;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3170735)
13.9.2017;14:56:09;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2893519)
13.9.2017;14:56:09;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2592687)
13.9.2017;14:56:08;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB2604115)
13.9.2017;14:56:08;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2510531)
13.9.2017;14:56:08;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2978742)
13.9.2017;14:56:08;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3046017)
13.9.2017;14:56:08;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2891804)
13.9.2017;14:56:08;NT AUTHORITY\SYSTEM;Jazykov? sada pro chorvat?tinu ? Windows 7 Service Pack 1 (KB2483139)
13.9.2017;14:56:08;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2506928)
13.9.2017;14:56:08;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2770660)
